,0,1,2
1677,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L4 ( 0.00- 2.00 s).wav,54,"[ 14.56364727   3.28871107  -8.9927454   11.9679966   -5.10243988
  -4.93208122  11.40794754   1.84232378   2.15225649  16.48332024
   5.21931601  -0.34980279  -8.77647781  -4.48261642  -7.54690409
   4.66819477  -9.2377615   -9.56032658  11.66288662   3.99041057
  -8.71677876   4.77785397  -5.41923046  -7.32826757 -10.03374481
  -3.90546322  -2.37602687  -1.32537651  -6.65735197   6.51919556
  -1.78785753  -9.38439751  -6.97748852 -10.59459782   6.63757706
   8.70324039   6.52035856  -0.57669562  -0.67275602  -0.93484098
   0.39052916 -11.94756413  -6.01672077  -5.98235703   2.84303117
  -1.91205931  -6.45390797   1.22500217   1.12263536  11.92942047
   5.17259979  14.86736107  -5.3285284   -1.12351763  24.49813652
  -3.07369399  -3.85182023   1.5953232  -10.02895832   1.3070786 ]"
1678,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-L8 ( 0.00- 2.00 s).wav,54,"[ 14.20469284   3.71308398  -8.83522415  12.81493187  -5.22084522
  -5.17771769  11.48378181   2.41559267   1.7173084   16.97115517
   5.51021147  -0.34235647  -8.77706242  -4.8609786   -7.74140501
   5.37675381  -8.99714756 -10.04910946  11.25427818   4.00263023
  -8.76933384   4.90334463  -5.76291466  -7.44553518 -10.00381184
  -4.42453098  -2.5971272   -1.45007777  -6.98760271   6.50998735
  -1.83972311  -9.37748909  -7.65413809 -10.77178478   7.12391567
   8.70572758   6.89099073  -1.10938215  -0.74713844  -0.6054107
   0.34772831 -12.10494804  -5.79817438  -5.9531436    2.18601394
  -1.5557816   -6.63655615   1.22211897   1.60919178  11.60917091
   6.22160721  15.22070789  -5.56355476  -0.69504702  24.3459053
  -3.40659404  -4.06145048   1.58493483 -10.22896099   1.87057316]"
1679,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A59/059-R6 ( 0.00- 2.00 s).wav,54,"[ 13.17241478  -0.06477829  -7.78534746   9.96542931  -1.93181193
  -3.51203156   9.65463161   1.50033438   0.22912569  11.91512394
   7.33803368  -1.60573542  -8.32936382  -3.16828203  -6.13202047
   2.03247881  -7.01211882  -4.76227093   7.95350838   0.14381388
  -7.85183573   3.40613008  -4.00394011  -3.84939384  -9.2329874
  -2.71520662  -2.15703511  -0.14902472  -4.28999186   7.7827177
  -1.62970495  -9.25522614  -5.86004829  -8.72922897   4.55630207
   8.56671906   2.92445183   0.30296347  -1.65323591  -0.13235991
   1.33042932 -10.10097408  -5.12263489  -5.63569546   3.98703647
  -2.4308033   -2.51113415  -1.94530749  -0.56687951   9.2316494
   2.04483485  10.93401241  -4.42116165  -0.88766253  19.82542419
  -1.24147522  -1.03757596   4.39644527  -8.02924728  -1.07111609]"
1680,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-L7 ( 0.00- 2.00 s).wav,33,"[-7.07161045  3.25936651 -1.64546251 -6.67939663 -6.09386063 -1.38943136
  1.56575453 -3.19420743  9.12304306 -2.73193288 -4.53340149 -2.60815358
  2.99140453 -1.46044362 -6.33737993  7.13243341  5.8547492  -0.27312005
 -4.40332079  1.31304038  0.3479341  -3.56121755  1.5980376  -3.0046134
  0.63319957  2.1846385  -5.04607487 -2.00675225  2.15352821 -1.90878499
  3.1667335   2.19778562  4.55817223 13.20768738 -2.17914367 -4.94052362
 -2.00725174  1.35113788  0.60356951 -8.51710606 -8.07983494  1.19754457
  1.23088074 -3.54251957 -1.49548626 -2.65960288  4.93587494 -3.46875572
 -1.62487912 -5.19840813  6.81265974  1.51100183  5.07342577  1.98980308
 -2.59587574 -0.85974681 -1.98258042 -5.09480762  5.20061922  2.05373383]"
1681,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R6 ( 0.00- 2.00 s).wav,33,"[-5.27919197 -1.71762264 -0.23010275 -6.39850044 -2.26210141 -1.18187034
 -1.01068819 -0.98978722  4.35698366 -4.09054899 -4.82608509  0.50773853
  2.46895576  0.05661115 -0.92066562 -1.38010395  2.44789195  0.71928436
 -5.1328454  -0.35915375 -0.10350692 -3.23219633  4.09033346 -3.43686461
  2.81483364  1.38043439  1.87900388  0.17966497  4.6121645  -4.17188406
  0.26907367  4.91553593  7.015625   11.93634415 -5.0359745  -5.83144379
 -3.99195981 -1.0591557   0.68103898 -3.28014684 -3.87290645  2.06182146
  5.77319813 -1.54840565 -2.93586349 -4.31640577  6.22640991 -0.10209432
  0.13408288 -6.42893028  2.23973227 -2.44090915  5.63678312  2.94031286
 -4.61670351  1.9589957  -2.20765972 -5.52903986  4.79630613  0.57863343]"
1682,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A4/004-R12 ( 0.00- 2.00 s).wav,33,"[-6.78270721 -1.56873679 -0.23088752 -7.43774033 -4.26168203 -0.35022756
 -0.55525827 -3.93534231  6.57460546 -3.05893731 -6.02106953  2.78869438
  4.59001017  1.47842646 -2.23574901 -1.39750803  3.8319881  -0.60445547
 -6.09019518  0.97553414  1.13785553 -4.15591383  3.14204001 -5.0913887
  5.22710276  1.79966617  1.19333506 -0.46636486  2.97162724 -5.29224443
 -0.26924723  6.04087734 10.25153351 13.60488987 -5.64335823 -6.83394766
 -4.30882883  1.26680052  1.22518373 -3.92266822 -5.25132322  1.60042107
  4.89672613 -0.94576961 -2.04339528 -3.47467494  5.67506599  0.62614918
  1.42928588 -6.78382349  1.14107966 -2.88480186  5.25129461  1.55666196
 -4.47657347  2.10301828 -4.14456558 -6.36257982  6.08837223  1.76489353]"
1683,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A18/018-L8 ( 0.00- 2.00 s).wav,9,"[  8.4010973    3.64604425  -4.65176487  11.04268646   1.40165377
  -1.62918842   2.60241342   3.16169691  -4.26504183  16.97748184
   3.38086224  -6.90119839  -7.18833494  -6.58119392  -4.26903725
   5.80934811  -3.99462819  -6.7900815    6.15510559  -3.98574162
  -3.53275657  -2.98578262  -1.46555984  -3.07151484 -11.37400055
  -2.61050987  -1.78219914  -1.12194753  -4.2507844    7.78579187
  -2.67274952  -7.34151363  -7.8201108   -8.90084553  12.95845604
   9.20886803   5.91810656  -3.55140018   1.14560688  -1.35006022
   3.72313428 -12.16357231  -7.94234228  -5.09043074  -2.51603675
   1.05726218  -7.10994864   0.02590634  -2.35262346  12.47266102
   3.28532124  17.4886322   -3.98145676  -0.44015381  13.21184254
  -0.82653898   2.15673375   8.06662083  -7.90177536   0.66515666]"
1684,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A18/018-R9 ( 0.00- 2.00 s).wav,9,"[ 5.63335359e-01 -3.59259534e+00  6.14851427e+00  8.67917538e+00
  9.31498528e+00 -5.90812540e+00  5.93476439e+00 -4.36476326e+00
 -4.41022730e+00  2.17291889e+01  6.87194633e+00  2.42474818e+00
 -4.09050274e+00 -3.03926277e+00 -6.01862240e+00  6.33506477e-02
  4.34888411e+00  9.50447023e-01 -3.24667692e+00 -2.85340810e+00
 -4.45179790e-01 -3.64919257e+00 -7.38075733e-01 -3.46561670e-01
 -6.72303820e+00 -6.74310207e+00 -4.60257101e+00 -2.17471075e+00
 -5.41101265e+00  2.10071015e+00 -8.22812271e+00 -5.73061371e+00
 -4.82904911e+00 -5.77912664e+00  4.60670376e+00  1.03491192e+01
 -2.93111110e+00  2.87996340e+00  4.34203923e-01  1.70672023e+00
  4.14099884e+00 -9.29912853e+00 -7.66517162e+00 -6.09765434e+00
  5.39371586e+00 -2.78142548e+00  1.55354488e+00  1.22369719e+00
  7.76268542e-01  1.34342294e-02 -2.27199888e+00  1.35833371e+00
 -5.11877489e+00  2.03359127e+00  8.26550484e+00 -7.83441305e-01
  1.58196759e+00  1.20828714e+01 -1.33448911e+00  1.02561922e+01]"
1685,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A18/018-L10 ( 0.00- 2.00 s).wav,9,"[  8.64807892   2.55453086  -4.59814835  12.15977001   1.22440088
  -2.09120035   5.46521616   1.40973413  -4.44321918  20.75345802
   5.61834908  -5.25050974  -7.02988386  -6.66901255  -5.88892269
   6.71769333  -2.622931    -6.45188665   5.80298901  -2.87944055
  -4.14881659  -2.71521163  -2.77229238  -4.2840519  -10.77488708
  -4.03220081  -2.50290275  -1.88355768  -5.8135581    9.55209827
  -3.17206812  -8.21032524  -7.88590813  -8.73356819  13.59906006
   9.97037506   4.7702179   -1.83276641   0.21419276  -0.81246936
   2.9206655  -13.02208805  -8.24394989  -6.61800528  -0.63005221
   1.27172458  -6.34118414  -0.25462103  -1.82449603  12.14681053
   2.60196662  17.41981316  -4.2831769   -0.03814626  15.81456852
  -2.14088202   1.79939485   8.84007168  -8.54731178   2.2969625 ]"
1686,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A45/045-R2 ( 0.00- 2.00 s).wav,39,"[ 4.67181444 -8.21655655 -6.06588602  4.97701931 -0.21274188 -4.3449955
  0.92142862  7.74009514 -5.02935505 -3.41648316  5.44629335  7.87311268
 -6.6739521   3.57805562  8.00744629 -8.6827898  -7.10857868  3.4581275
 -1.29175091  1.26195669 -7.74540186  2.2117548  -4.52219486  3.45806026
  0.82144409 -0.39439628  5.53321028  3.05457211  6.36009455 -1.81189907
 -2.62009478 -2.2047081  -4.98955154 -5.34124851 -5.5762291  -1.41384757
 -1.9795301  -3.48917294 -1.95470393 16.2334938   4.00459146 -1.18274796
  5.72904396  1.33414841  0.53499168  0.08416593  1.08889794 -0.1718664
  1.4125694  -0.93917245 -4.49893808  0.16373217 -6.12615395 -2.69432783
  2.36056566  5.11182404 -4.64411068  3.7969625  -5.91225624 -0.90257841]"
1687,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A45/045-L12 ( 0.00- 2.00 s).wav,39,"[ 3.77017426 -6.84752464 -4.65888023  7.91761303  2.51986384 -4.26037502
  2.99781632  8.22654247 -5.85183096 -2.40300512  8.88270187  1.72821152
 -6.22066689  2.73789334  5.32539272 -6.37181282 -6.18539524  6.17072105
 -2.20255589 -1.2346952  -7.3481698  -0.80289757 -3.90442204  4.82642269
 -1.98414242 -0.35910639  4.49325848  3.44939017  8.00298595  0.02263912
 -4.17070675 -3.35646272 -7.11365986 -6.15870667 -2.27064395  1.02198994
 -1.70744491 -2.10934854 -1.46338284 15.35417175  4.28215551 -2.94096255
  3.80096126 -1.64147234 -1.23649549  0.40953717  1.92876017 -1.55043948
 -3.51597166  1.02810335 -3.16453505  3.42108154 -3.32300401 -0.36239269
  2.36807942  0.2534925  -1.62970388  7.10549212 -7.41649055 -0.67517865]"
1688,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A45/045-R4 ( 0.00- 2.00 s).wav,39,"[ 2.07619572 -9.36983776 -5.59872484  3.1678586  -1.58799481 -4.93878269
  2.39296937  4.3427639  -4.02543068 -2.97342706  4.99138927 11.40604305
 -4.789855    5.79407215  7.10003757 -9.32329655 -5.34151983  4.7122016
 -2.69809628  2.78055239 -7.51799583  0.88597757 -5.43805933  2.43775463
  3.60862446  0.46460706  4.64272881  2.27385759  6.45230722 -2.85489154
 -3.59260869 -1.54850686 -3.39356232 -3.31853342 -6.18243217 -2.73595762
 -2.90983796 -0.86708397 -2.11953616 16.89411545  2.10674286 -0.7742238
  6.60903931  0.21246339  1.42517388  0.6932134   2.68956971  0.3418639
  2.22329378 -0.98757303 -6.04151535 -0.81161267 -5.30578804 -2.87113047
  1.90176189  5.17002058 -5.68853045  3.72615695 -6.02318001  1.42555225]"
1689,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A3/003-L2 ( 0.00- 2.00 s).wav,22,"[ -3.21955585   0.88488352   2.96087551  -3.92840767   6.52269936
  -2.80396032  -7.31660128   4.38752985  -1.04186857  -2.0691011
  -7.93981457  -9.27699089  -4.58786249  -4.52509689   5.12119818
  -4.74025393  -6.23835373   3.02119088  -3.82891059  -6.76364136
   8.96639252  -9.95776272  21.65958214   0.62677443 -10.33038139
  -1.48139536  11.12634563   4.54096889  12.08060551  -8.79238701
  -5.11145401   9.71304035   5.95537615   6.27426815  -5.40660954
   5.78744888  -5.15357828 -11.62334633  11.51071358  -3.2631402
   1.32793677  -4.13524103  -1.02381575  -0.33411559  -9.99160671
 -10.4832983   -4.46196556   7.54383659  -6.79102659  -1.44765913
   5.32171679   0.56559467   4.16200876  -1.75619507  -3.57308173
  -0.72895366   1.0867461   -4.01812506  10.039011    -2.04170179]"
1690,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A3/003-R11 ( 0.00- 2.00 s).wav,22,"[ -4.62233782   1.27754319   7.15018845  -3.14113665   7.46291876
   1.17982054  -7.09500837   3.13684773  -0.50393218  -2.56974864
  -8.27178097  -9.466959    -2.92949724  -6.23701191   2.29495192
  -3.16619253  -2.81045365   2.85082984  -3.39949656  -7.06446028
   9.53454876  -8.46549225  18.17308998   2.02530313 -10.68136406
  -3.24568081   6.44299221   4.1745472    8.23324585  -6.18322134
  -4.08162165   7.84223509   3.16869426   4.90348482  -3.46622324
   6.22336864  -4.87125301 -10.14206505   6.65271282  -5.1373744
   1.20056701  -2.81854105  -2.63111758   0.32696986  -5.53587961
  -9.37120152  -3.20337248   3.75859094  -7.18146181  -4.34958744
   4.47807074  -0.12532553   3.69116688   1.35970795  -5.264884
  -0.92623389   5.19778633  -3.39398098   9.40010166  -1.15103614]"
1691,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A3/003-R14 ( 0.00- 2.00 s).wav,22,"[ -4.53073835   1.87039721   5.51025772  -3.90083909   8.07718945
  -2.11665583  -7.10762978   2.74637032  -0.06022554  -1.63199103
  -7.39282894  -8.06725979  -2.55759215  -4.99667025   3.79973102
  -3.27035403  -2.02782822   2.73923063  -4.02149773  -5.91741419
   7.44916916  -8.43764782  17.28198624   2.40429306  -8.04154778
  -2.26076174   7.84623814   1.93558073   8.74384308  -6.30811501
  -3.39883041   7.7992301    4.50319242   6.20973301  -4.73572254
   3.92003608  -6.29469728 -10.34180546   8.92439079  -3.66192746
   1.18669486  -1.92522168  -1.34050369   0.36815596  -6.85098219
  -9.30708122  -1.55483115   4.71342945  -6.18352175  -4.42606068
   4.49126577  -1.46021652   2.901685    -0.46234065  -4.54448938
  -0.6175943    3.01725006  -3.2344656   11.33459663  -0.80890149]"
1692,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A37/037-L14 ( 0.00- 2.00 s).wav,30,"[ 7.36022949  5.01716661 -8.63913059 -2.24568462 -2.95652962  0.49838978
 -2.52270961  5.18466806 -0.16087401  0.11520418  4.22680378 -4.81984377
 -7.54963827 -9.07034588 -2.0456779   3.92431927  0.83012521 -5.7594676
 10.07888985  0.56026423 -5.15516567  6.20236635 -6.19534302  6.10149574
 -5.21392727 -1.93538558 -7.10719013 -1.80382764 -2.74680161 12.62210369
 14.98860264 -7.7268939  -6.13765574 -5.62738752 -0.45426187 -1.42820513
  3.46558976 -8.20177174 -4.4479003  -4.11436176 -2.74246144  3.10997629
 -1.86795723  2.14904594  3.94828057  0.93196547  0.68318605 -7.22232819
 -0.50761193  1.93628645 -1.58812845 11.70208168 -9.73356056 -5.04941654
  1.82005632 11.60794353  0.33536255  1.4343133  -2.01919889 -8.84925938]"
1693,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A37/037-R7 ( 0.00- 2.00 s).wav,30,"[  0.5036819    7.31403112  -6.31124592  -5.58315802  -7.77807808
   3.22082376   6.29232883  -3.94423056   5.88481617  -0.64891583
   3.27911282   0.97988993  -1.05524802  -4.70276308  -8.72742558
   7.55583477   5.40600586  -4.24381542   9.2515831    8.19322968
  -3.7267909    5.34963655  -9.18626118   4.12197685   1.75622928
  -4.86052513 -10.75747013  -2.53051543  -6.97950363  12.08310795
  14.76687622  -8.79456902  -2.03226614  -1.21890128  -1.76811349
  -1.2584722   -0.21395859  -0.12560844  -8.35891628  -8.15223694
  -9.46265888   3.52977943  -1.01318228  -2.19699407  13.59630871
  -0.74173284   5.33906364  -8.31844139  -3.11766863  -0.60202098
  -4.76700878   9.14949799  -6.53469753  -3.55384541   2.2237854
   4.64050484  -0.83770216  -4.00579977   0.55360973  -5.40543699]"
1694,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A37/037-R11 ( 0.00- 2.00 s).wav,30,"[  0.14680624   9.59764576  -7.27101707  -6.11052275  -8.60325336
   3.14993119   5.4878931   -3.10916948   6.84975672  -1.26584482
   2.61580324  -0.44797441  -1.26453114  -5.82367039  -8.92808056
   8.44608498   4.96682167  -5.76575899  10.63378048   8.93990803
  -3.89972496   5.93422747  -9.6845541    4.81801891   1.3859756
  -4.68295622 -11.62389851  -2.83214307  -7.03789043  12.1364193
  16.47870064  -9.2440176   -2.4023459   -1.75797367  -1.78709698
  -1.73097837   1.01229334  -1.73330569  -8.07406616  -9.39825249
  -9.7804842    4.78744316  -0.93338257  -1.34588516  12.70554638
  -0.90418893   4.96533918  -8.35583973  -3.54931259  -0.50943351
  -4.3714633   10.76997852  -6.74363518  -4.13189363   1.41892087
   5.28627872  -1.52230275  -4.84423256   1.04257095  -6.5053339 ]"
1695,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A55/055-L15 ( 0.00- 2.00 s).wav,50,"[ 1.85532928  6.58139086 -3.60036659  5.20783806 -6.21291542 -5.52570152
  2.65927815  6.26641941  5.84318876  1.38554728 -3.37337232 -4.34527445
 -3.70010805 -6.1290822  -5.56271219  6.58294249 -5.99086046 -7.35593271
  2.37012839  0.59571332 -4.116395    5.46875    -1.27734756 -4.814044
 -8.1103344  -1.16787112 -6.80475807 -1.52766061 -0.50994104 -4.19806337
 -1.32592309 -2.9581039  -5.95706701 -1.97288918  2.27493501  1.54170179
  8.64620304 -3.4564755   1.00925922 -5.413342   -3.26996136 -4.14586544
 -0.71990865 -0.39727378 -6.00797033 -1.90234387 -1.38560009  1.005005
  4.00358582  0.23376453 17.78615379  6.03017902  0.81592822  5.13438559
  6.52336884 -3.31025052 -3.04029489 -3.34718728 -3.63134909  5.55013371]"
1696,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A55/055-L14 ( 0.00- 2.00 s).wav,50,"[ 1.97430372e+00  7.77388668e+00 -3.32488251e+00  5.14330816e+00
 -6.51286077e+00 -5.55141211e+00  3.20478559e+00  6.27182961e+00
  8.11154938e+00  2.55039930e-01 -3.27928257e+00 -4.39087009e+00
 -3.90193534e+00 -6.66075039e+00 -6.36377478e+00  5.94274807e+00
 -7.15397072e+00 -8.37704945e+00  4.28074837e+00  1.61218166e+00
 -3.79895806e+00  8.02546406e+00 -2.50089645e+00 -4.04422617e+00
 -7.91500759e+00 -7.32583582e-01 -7.54278040e+00 -1.53361118e+00
 -7.90019691e-01 -3.97981858e+00  5.01928449e-01 -3.80523634e+00
 -6.27020454e+00 -3.50917268e+00  1.16560864e+00  5.64433277e-01
  9.01671791e+00 -3.66103792e+00 -4.32535857e-02 -6.09633017e+00
 -2.56716037e+00 -2.13475704e+00 -1.05812371e+00  6.78419769e-01
 -4.60675955e+00 -1.83650994e+00 -2.34059691e+00 -4.40632164e-01
  4.21115685e+00  8.31785053e-03  1.58572159e+01  6.49684572e+00
 -4.03140366e-01  4.09052801e+00  6.27746630e+00 -1.80266857e+00
 -3.19446707e+00 -3.89440775e+00 -3.30607319e+00  4.35411072e+00]"
1697,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A55/055-R4 ( 0.00- 2.00 s).wav,50,"[ -5.1972785    9.80507755  -1.43876052  -5.08578587  -0.50718522
  -4.89789009  -3.95482588   1.97875237   7.31409502  -2.87321258
  -6.43161249  -9.975667    -2.96511102  -6.64529991  -4.16776085
   7.75418377   2.37990952  -1.55013454  -3.36926484  -3.87282181
   1.7775619   -4.91862154   6.22893476   2.6367991   -7.74978399
   1.92130172  -6.49886751  -1.29296482   5.2600317   -4.54119015
   2.67221761   0.80177993   0.02882078   7.16043854  -2.60418844
   1.73981452   1.52171516  -7.47525597   5.82333946 -10.04826355
  -4.20472956   0.46443307  -3.49974346   0.52226311  -6.45311356
  -6.33951187   1.68510556  -2.10043883  -3.1708889   -5.62840605
  14.46090031   1.29062557   2.71955872   0.38897055  -2.12089634
  -0.31829494  -0.16164203  -2.91769814   9.70829487   0.62319821]"
1698,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A13/013-R8 ( 0.00- 2.00 s).wav,4,"[ -0.28470993  -3.11186838   6.52978516   7.80978346  17.94690704
  -3.49586701  -2.48939967   1.20422328  -6.72429752   6.77599335
   5.77528191  -5.36274195  -8.67806149  -2.67686439   2.34636855
  -5.52784395  -0.35250047   7.78995371  -4.64443779  -8.97126198
  -1.72120404  -6.09445858   4.60553837   9.6138258  -11.43193436
  -4.71606922   1.78448081   1.72059453   4.76192188   1.65216696
  -7.04945707  -4.50257063  -6.42194366  -7.1604619    0.92914277
  11.34648609  -5.38858414  -5.31407166   2.4242034    4.48997736
  10.69868946  -6.44142199  -7.70397663  -1.44494784   1.43322694
  -6.9583745    1.42688882  -2.37105966  -5.98391294  -1.58164823
  -4.19942904  -1.40356266  -2.30118155   1.05135548   2.34788346
   0.95765489   8.72921467  14.55025768   2.69046712   0.51918811]"
1699,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A13/013-R9 ( 0.00- 2.00 s).wav,4,"[ -1.88368487  -2.57108045   9.14950275   7.84516048  21.09929848
  -3.96015739  -4.49093962   2.21893263  -6.32577419   5.00696373
   4.08393764  -6.63507462  -9.03719902  -4.16009283   3.80601549
  -6.96105099  -0.53363478   8.38388348  -5.51732922  -9.87640476
  -1.03228509  -6.251266     6.93295956  10.95074081 -11.92159462
  -5.35093069   3.83551693   1.73549783   7.05781841   1.14595902
  -6.47762346  -2.8333683   -6.39734507  -6.1415267   -0.56072003
   9.61315918  -7.0297637   -7.86907148   3.26148963   4.50542831
  12.7660532   -4.60660362  -7.27607107  -0.33640724  -0.24428341
  -8.26935482   1.40993798  -2.77149725  -6.36394548  -3.87140942
  -4.13891983  -2.00122166  -2.07517719   1.88831282  -0.39235795
   2.14962101  10.37551022  14.0074892    5.18253279  -0.18338935]"
1700,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A13/013-R7 ( 0.00- 2.00 s).wav,4,"[  0.27511761  -2.48956108   7.6466589    9.49395466  17.58826065
  -3.95048261  -2.73452067   2.78118324  -5.20842218   6.04219818
   4.0653882   -4.6430335   -8.59181404  -3.9332664    2.82094693
  -6.53181553  -2.78354836   4.46531057  -4.22917128  -7.90228081
  -1.77690876  -3.78157067   5.16152382   7.79810381 -10.34673119
  -5.11985874   3.96497607   2.46542239   5.13374567   0.47364005
  -5.90184307  -3.02279162  -6.35267401  -6.37464666  -0.40332234
   8.29294395  -5.26791191  -7.03086901   1.57922053   4.52290916
  13.59117603  -3.94272971  -5.7406888    0.5227704   -0.89399642
  -7.34045315   0.1871534   -2.40719628  -3.77167845  -3.70349956
  -3.00472808  -1.0349561   -2.69603205   2.37159157   1.4989953
   2.7326057    7.2785635   11.78026199   3.35782123  -0.04936368]"
1701,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A54/054-L2 ( 0.00- 2.00 s).wav,49,"[ 1.22735202  3.05333829 -8.03094673 -0.08507934 -5.62529325 -2.75697517
 -2.24740171  1.39237046 -3.14004993 -0.22064082 -1.92710447 -4.1969142
 -0.10856914  5.91052675  1.90742338  1.12604725 -3.21151686 -0.87421125
  3.19955921 -0.73262984 -2.60552311 -4.03766394 -3.52465105  2.2511754
 -3.64799523  7.50472593 -3.64909911 -0.04148258 -1.96717393 -4.39562654
 -6.6265645  -3.96633267 -2.74142528 -7.44789362  5.92581272  3.91309619
 10.99594593  1.27969837  5.47535181  0.38168409 -2.73005319 -9.14872169
 -2.15170693 -2.0462954  -4.03724194  3.92959952 -4.23292732  6.83941889
 -2.69417477 16.17576599  0.20055069  5.50676918  0.56860816 -3.01529264
  2.29653025 -0.77720225 -4.11544609  3.43788552 -7.79660416 -0.87834042]"
1702,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A54/054-R11 ( 0.00- 2.00 s).wav,49,"[ 1.90704989 -0.41042879 -5.99231672 -0.41804707 -1.59103107 -2.77436614
 -0.30583262  1.80591452 -4.27994251  0.43459353  1.56753206 -2.49142361
 -1.79558229  4.52988148  2.28409886 -1.0834378  -2.61811709  2.01790309
  2.41934562 -1.09020185 -3.05787444 -3.78639889 -2.3573246   3.56162143
 -1.81631052  4.63903952 -0.57998729  0.9420386   1.10253215 -0.68679941
 -3.95354438 -3.61632586 -3.32945871 -5.58651972  2.951056    2.9104898
  4.49026251  0.19910185  2.82622457  2.60599995 -0.93936735 -6.05281973
 -0.68171829 -3.53743839 -1.73850513  2.15663028 -1.89556992  3.36133909
 -3.82820702 12.37076569 -3.23320246  4.53627014 -0.58947301 -2.58813047
  2.33314753  1.04706132 -1.964818    3.76510525 -6.62721205 -1.48588693]"
1703,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A54/054-L7 ( 0.00- 2.00 s).wav,49,"[ 1.20623457  2.07910895 -7.7737565  -0.41629416 -5.17024899 -2.75897884
 -1.59749675  0.9217146  -3.20797491 -0.23329997 -1.46296263 -2.8633337
 -0.16893978  6.90793943  2.42590213  0.3080855  -3.09520149 -0.15852886
  2.62297845 -0.1299936  -2.63215446 -4.25970364 -3.30590558  2.33044338
 -2.42208719  6.94400454 -2.50558686  0.60036159 -1.5592978  -4.30458689
 -6.63576746 -3.5779531  -2.21131444 -6.83792353  4.53781319  3.88081813
  9.33686733  1.35343373  5.25912571  1.19074535 -2.61256886 -8.4598093
 -1.64821482 -2.24437046 -3.17603326  3.32264924 -3.85776591  6.91504335
 -2.48589754 15.27897453 -0.82971007  4.54576397  0.42131099 -3.1376915
  2.4783442  -0.6302793  -4.35583019  2.9326241  -7.10043049 -1.07985365]"
